RCR;ARK;geo;Services proposés;catalogue_url_ligne;nomrue;commune;codepostal;nometabaff;nometablissement;nomtutelle;Type d'établissement;Code type d'établissement;Heures d'ouverture;Fermeture annuelle;notecondaccess;noteaccessetab;Conditions d'accès;Code Conditions d'accès;Télécopie;Site web;Téléphone;Description des collections;Volumétrie
920505102;/06871/00210839;48.894448, 2.212869;consultation sur place,renseignements bibliographiques,catalogue en ligne,bibliothèque numérique;http://www.bibliotheque-desguine.fr/desguine/Catalogues/Recherche?lang=fr;137 Avenue Joliot-Curie;Nanterre;92023;;Bibliothèque André Desguine;;Bibliothèque ou centre de documentation spécialisé;3;"Lundi : 9h-13h
Mardi : 9h-19h
Mercredi : 9h-17h
Jeudi : 9h-17h
Vendredi : 9h-13h";du 25 décembre au 1er janvier et du 1er août au 15 août;L'accès à la bibliothèque est libre et gratuit. Lors de la première visite, on procède à l'inscription, obligatoire, sur simple présentation d'une pièce d'identité. La carte de lecteur alors délivrée est à réactualiser chaque année;;;;01.41.37.13.13;http://archives.hauts-de-seine.fr/accueil/;01 41 37 13 00;"Fonds ancien et fonds moderne.

Le fonds ancien compte 7 200 volumes, dont un certain nombre de recueils, qui porte le nombre d'éditions à 8000, dont 150 incunables, 1294 volumes du XVIe, 1205  volumes du XVIIe et 4547 volumes du XVIIIe siècles. 

Un tiers des 36 000 volumes qui composent le fonds moderne sont des éditions du XIXe siècle.
La présentation de la bibliothèque est axée sur trois grands domaines, Théologie, Belles Lettres et Histoire, qui représentent 90% des fonds anciens. Même si les proportions varient à l'intérieur de ces domaines entre fonds ancien et fonds moderne, ces trois catégories sont également fortement représentées dans les éditions modernes.
Les fonds modernes, par leur importance et leur exhaustivité dans bien des domaines, sont un témoignage précieux de l'histoire intellectuelle du XXe siècle.

Fonds spécifiques : Incunables, Impressions révolutionnaires, Littérature grecque profane et chrétienne, Littérature française des XIXe et XXe siècles.

Fonds Bossuet : 210 volumes, dont 60 éditions anciennes représentant 35 œuvres différentes presque toutes en édition originale.";"Volumétrie globale : 55 000 volumes
Incunables (150); Monographies (52850)"
920125101;/06871/00212480;48.8359627, 2.2394477;consultation sur place,catalogue en ligne;http://biblihip.boulognebillancourt.com/uPortal/Initialize?uP_tparam=props&props=MUSEXT&uP_reload_la;28, avenue André Morizet;Boulogne Billancourt;92100;;Musée des Années 30.  Centre de Documentation;;Musée;8;Le musée est ouvert du mardi au dimanche : de 11h à 18h;;"La documentation est ouverte sur rendez-vous du mercredi au dimanche inclus de 14h à 17h45
téléphone : 01 55 18 46 50";;Tous publics;T;;http://www.annees30.com/;01 55 18 46 64;"En lien avec le patrimoine architectural et industriel de la ville, le musée des Années 30 de Boulogne Billancourt présente un ensemble important d’œuvres : des peintures, des sculptures, des dessins, une série de maquettes de bâtiments exemplaires et un fonds d’Art décoratif, témoignage du goût de l’époque, des objets industriels et des affiches, complétés par un film racontant l’histoire de cette ville emblématique des ""temps modernes"".

Une place de choix est dédiée aux sculpteurs - 32 ateliers à Boulogne-Billancourt entre 1920 et 1940 - qui ont participé aux grandes expositions, et aux grands décors de l’entre-deux-guerres : Paul Landowski, Alfred Janniot, Robert Wlérick, Joseph Bernard, Charles Despiau, Jan et Joël Martel…

En 2012, une nouvelle section Mode et Costume rejoint les collections permanentes du musée.";
751052138;;48.848903, 2.343067;consultation sur place,prêt à domicile,reproduction,réservation de documents,élaboration de bibliographies,catalogue en ligne,autre service;http://catalogue.univ-paris1.fr;17 rue de la Sorbonne;Paris;75005;Bibliothèque de l'IHES;Institut d'histoire économique et sociale. Bibliothèque;UNIVERSITE PANTHEON-SORBONNE (PARIS);Bibliothèque ou institut universitaire;2;Consulter les horaires sur le site web de la bibliothèque * Les ouvrages à consulter doivent avoir été commandés préalablement par courriel adressé à : bibliothequeidhe[a]gmail.com;Durant les vacances universitaires;Accueil assuré par Mme Sennegon-Meslem. Réservé. aux étudiants de Paris 1 à partir de la licence (L3), aux enseignants et aux chercheurs;;Accès réservé;R;33.01.40.46.27.57;https://www.univ-paris1.fr/fr/unites-de-recherche/idhes/centres-de-documentation/bibliotheque-ihes/;33.01.40.46.33.53 ou 28.21;- 11 600 ouvrages, périodiques, mémoires de maîtrise et DEA, thèses;
920492101;/06871/0027901;48.821558, 2.314723;consultation sur place,prêt à domicile,reproduction,prêt entre bibliothèques,renseignements bibliographiques,élaboration de bibliographies,catalogue en ligne,accès bases de données externes,autre service,PEB international : photocopies,PEB international : prêt;;1, rue Maurice Arnoux;Montrouge;92120;Université Paris 5. BU Odontologie (Montrouge);Université Paris Descartes - Bibliothèque d'Odontologie;UNIVERSITE PARIS DESCARTES (PARIS);Bibliothèque ou institut universitaire;2;lundi au vendredi : 9H-19H;"Vacances de Noël ; Mois d'août";en priorité aux étudiants, enseignants, chercheurs de l'Université Paris Descartes;;Accès réservé;R;01 58 07 68 20;http://www.bu.parisdescartes.fr;01 58 07 68 19;Pharmacie, odontologie.;
950196401;/06871/0026767;48.9896288, 2.4202668;consultation sur place,prêt à domicile,reproduction,réservation de documents,renseignements bibliographiques,catalogue en ligne;http://bibliotheques.agglo-valdefrance.fr/uPortal/tag.idempotent.render.userLayoutRootNode.uP?uP_root=root&uP_sparam=activeTab&activeTab=4;15/17, rue Robert Schuman;Arnouville lès Gonesse;95400;;Bibliothèque intercommunale du Val-de-France;;Bibliothèque médiathèque municipale ou intercommunale;1;"Mardi :15h30-18h30
Mercredi :10h-12h30,14h-18h
Vendredi :14h-18h
Samedi :10h30-12h30,13h30-17h";;;;Tous publics;T;01.34.45.97.05;http://www.agglo-valdefrance.fr/partager/la-culture/la-lecture-publique-et-les-bibliotheques/bibliotheque-intercommunale-a-arnouville/;01.34.45.97.11;Collection encyclopédique et multimédia de lecture publique;
783976301;/06871/0027048;48.7362292, 1.9488494;réservation de documents,élaboration de bibliographies,catalogue en ligne,autre service;https://cataloguebdy.yvelines.fr/bdp78/Vubis.csp;12 Avenue de Picardie;Le Mesnil Saint Denis;78320;BDP;Bibliothèque départementale;;Bibliothèque départementale de prêt;4;;;Réservé aux correspondants de la Bibliothèque départementale de prêt;;Accès réservé;R;01.34.61.39.36;http://www.lecturepublique.yvelines.fr;01.30.05.60.60;"Collection encyclopédique de lecture publique
Fonds pour personnes aveugles et mal voyantes : livres en gros caractères, documents sonores et albums tactiles.";
751021002;;48.8672911, 2.3384118;consultation sur place,reproduction,réservation de documents,renseignements bibliographiques,catalogue en ligne,accès bases de données externes,autre service;https://catalogue.bnf.fr/;58, rue de Richelieu;Paris;75082;BnF.  Site Richelieu.  Département des Monnaies, Médailles et Antiques.;Bibliothèque nationale de France;FRANCE. MINISTERE DE LA CULTURE;Bibliothèque nationale;13;Du lundi au samedi (10h-18h);Fermeture annuelle d'une dizaine de jours, généralement au début du mois de septembre, voir le site http://www.bnf.fr;Accès de droit à partir du master 1 mais également aux lecteurs justifiant d'un objet de recherche d'ordre universitaire, professionnel ou personnel nécessitant le recours aux collections de la bibliothèque de Recherche;"Les communications des documents imprimés cessent à 17h (le samedi à 16h30).

Le musée est ouvert du lundi au vendredi de 13h à 17h45, le samedi de 13h à 16h45, le dimanche de 12h à 18h";Accès réservé;R;+33 1 53 79 89 47;http://www.bnf.fr;+33 1 53 79 83 40;"Département spécialisé.

Le département conserve :
520 000 monnaies et médailles, 
35 000 objets non monétaires (camées, intailles, vases grecs, ivoires antiques ou médiévaux, bronzes, sculptures, inscriptions, …) 
une documentation autour de ses collections (80 000 ouvrages de numismatique, sigillographie, glyptique, mais aussi d’épigraphie, archéologie, histoire ancienne et médiévale, et histoire des collections et des collectionneurs). 

Quatre salles du musée présentent les objets les plus prestigieux.
Des expositions temporaires y sont organisées 

Le dépôt légal des médailles permet une représentation abondante de l'oeuvre des artistes contemporains.

Les séries classiques de monnaies, grecques et romaines, sont parmi les plus riches du monde avec 200 000 exemplaires.";"Textes imprimés (80 000); Monnaies et médailles (520 000)

390 000 monnaies, 110 000 médailles et jetons, 14 000 pierres gravées et 16000 antiques."
751131017;;48.8339111, 2.3776154;consultation sur place,reproduction,réservation de documents,catalogue en ligne;http://archivesetmanuscrits.bnf.fr/;Quai François Mauriac;Paris;75706;;Bibliothèque nationale de France;FRANCE. MINISTERE DE LA CULTURE;Bibliothèque nationale;13;Lundi (14h-20h) * du mardi au samedi (9-20h);Fermeture annuelle d'une dizaine de jours, généralement au début du mois de septembre, voir le site http://www.bnf.fr;Accès de droit à partir du master 1 mais également aux lecteurs justifiant d'un objet de recherche d'ordre universitaire, professionnel ou personnel nécessitant le recours aux collections de la bibliothèque de Recherche;;;;Télécopie;http://www.bnf.fr;Non renseigné;;
773796201;/06871/0027360;48.5581431, 3.2988977;consultation sur place,prêt à domicile,catalogue en ligne,accès bases de données externes;http://www.bibliotheques-provins.fr/EXPLOITATION/BIBLIOTHEQUES/form.aspx?SC=DEFAULT;23, rue des Marais;Provins;77160;Bibliothèque municipale de Provins;Bibliothèque Alain Peyrefitte;;Bibliothèque médiathèque municipale ou intercommunale;1;"Section adultes :
lundi, mardi, vendredi 13h30-17h30
mercredi 10h-12h et 13h30-17h30
samedi 10h-12h et 14h-17h

Fonds ancien : jeudi 13h30-17h30 et sur rendez-vous";Vacances de Noël (section adultes);;;Tous publics;T;;http://www.bibliotheques-provins.fr;01.64.00.29.37;"Collection encyclopédique et multimédia de lecture publique 

Un fonds d’histoire locale et un fonds spécialisé sur le Moyen Age sont également à la disposition des lecteurs.";"La section adulte possède 16 000 livres : romans, romans policiers, documentaires, bandes dessinées, livres en gros caractères… 
Elle est abonnée à 35 revues (information, art, décoration, sport, économie…)."
751052305;;48.8420012, 2.3591179;prêt à domicile,prêt entre bibliothèques,réservation de documents,renseignements bibliographiques,catalogue en ligne;;45, rue Buffon;Paris;75005;;Muséum national d'histoire naturelle. Bibliothèque d'entomologie;MUSEUM NATIONAL D'HISTOIRE NATURELLE (PARIS);Musée;8;Du lundi au mercredi de 14h à 17h * Les jeudi et vendredi de 9h à 11h * et sur rendez-vous;6 semaines dans l'année;Réservé chercheurs;;Tous publics;T;;http://bibliotheques.mnhn.fr;01.40.79.35.98;;
930792202;;48.95765, 2.339878;consultation sur place,prêt à domicile,prêt entre bibliothèques,renseignements bibliographiques,catalogue en ligne,accès bases de données externes;https://www.math.univ-paris13.fr/bibliotheque/index.php/fr/catalogue-des-livres;99, Avenue Jean-Baptiste Clément;Villetaneuse;93430;"[""Laboratoire Analyse Géométrie Application. Bibliothèque de mathématiques et d'informatique"", ""LAGA. Bibliothèque de mathématiques et d'informatique"", ""UMR CNRS n° 7539"", ""Université Paris 13 - Paris Nord. Bibliothèque du LAGA""]";Université Paris 13. Institut Galilée * Département de mathématiques * Bibliothèque de mathématiques et d'informatique;UNIVERSITE PARIS 13;Bibliothèque ou institut universitaire;2;La bibliothèque (Institut Galilée, Bâtiment A, 4e étage) est ouverte du lundi au vendredi, de 8h15 à 16h15;D'une manière générale, la bibliothèque est fermée les jours fériés, pendant la période des fêtes de fin d'année et au mois d'août;Réservé.. Priorité donnée aux doctorants, enseignants et chercheurs du Laboratoire de mathématiques de l’Institut Galilée;;Accès réservé;R;01.49.40.31.03;https://www.math.univ-paris13.fr/bibliotheque/index.php/fr/;01.49.40.35.63;;
783222302;/06871/0029000;48.7640827, 2.1736079;prêt à domicile,prêt entre bibliothèques,réservation de documents,renseignements bibliographiques,catalogue en ligne;http://www.inra.fr/ucd-jouy/bibnum/liens/catalog.htm;Domaine de Vilvert;Jouy en Josas;78352;;Institut national de la recherche agronomique;INSTITUT NATIONAL DE LA RECHERCHE AGRONOMIQUE (FRANCE);Autres;12;Du lundi au vendredi : 8h45-12h30 et 13h30-17h15;Pas de fermeture;;;Tous publics;T;01.34.65.22.73;;01.34.65.26.31;;
751162311;/06871/00212297;48.8646627, 2.2920856;consultation sur place,prêt à domicile,prêt entre bibliothèques,renseignements bibliographiques,accès bases de données externes;;22, av. du Président Wilson;Paris;75116;École des Hautes Etudes en Sciences Sociales (Paris). Centre Corée - EHESS;Centre de Recherches sur la Corée;ECOLE DES HAUTES ETUDES EN SCIENCES SOCIALES (PARIS);Bibliothèque ou centre de documentation spécialisé;3;Service sur rendez-vous, fermé au public le mercredi;Vacances de Noël;"Sur rendez-vous; Prêt à domicile réservé aux membres du centre";;Tous publics;T;01 53 70 18 76;http://crc.ehess.fr/document.php?identifiant=documentation;01 53 70 18 76;"La Corée : histoire (moderne et contemporaine, 17e – 21e siècle), anthropologie, ethnologie, folklore, tradition orale, culture, religion, sociologie, economie, géographie, politiques, urbanisme.

Le fonds de la bibliothèque comprend environ 8 000 ouvrages (80% en coréen) et 270 périodiques (60% en coréen)dont les notices bibliographiques sont consultables en ligne par le site de la BULAC. 
Certains quotidiens sont consultables sur microfiches et certaines revues sur cédérom. 
Une version papier des sommaires des revues parues depuis 1999 est mise à la disposition des lecteurs. 

Fonds audio-visuel : vidéos, cassettes audio et photos (anthropologie, ethnologie, folklore, tradition orale).";
751165215;/06871/00213222;48.8525273, 2.2782363;consultation sur place,réservation de documents,renseignements bibliographiques;;116, avenue du Président Kennedy;Paris;75016;;Bibliothèque musicale de Radio France;;Bibliothèque ou centre de documentation spécialisé;3;9h-17h30;;accessible au public extérieur sur rendez vous (musicologues, chercheurs..);;;;01.56.40.49.66;http://www.radiofrance.fr/;01.56.40.37.39;Musique imprimée, revues, dossiers biographiques et thématiques, usuels;"partitions (5000 piano chant, 3600 archives monumentales, 16000 conducteurs, 57000 matériels de musique de chambre et d'orchestre)
ouvrages (13 000 titres)
revues (140 titres)
dossiers documentaires (thématiques et biographiques, 45000)"
