etablissement_id_paysage;uo_lib;nom_court;sigle;type_d_etablissement;typologie_d_universites_et_assimiles;secteur_d_etablissement;vague_contractuelle;localisation;url;coordonnees;uai;anciens_codes_uai;siret;siren;rna;identifiant_wikidata;element_wikidata;identifiant_idref;identifiant_eter;identifiant_ror;element_ror;identifiant_pic;identifiant_orgref;identifiant_isni;element_isni;element_fundref;date_creation;texte_de_ref_creation_lib;texte_de_ref_creation;com_code;com_nom;uucr_id;uucr_nom;dep_id;dep_nom;aca_id;aca_nom;reg_id;reg_nom;reg_id_old;reg_nom_old;mention_distribution;adresse_uai;lieu_dit_uai;boite_postale_uai;code_postal_uai;localite_acheminement_uai;pays_etranger_acheminement;numero_telephone_uai;statut_juridique_court;statut_juridique_long;compte_facebook;compte_twitter;compte_instagram;compte_flickr;compte_pinterest;flux_rss;compte_linkedin;compte_france_culture;compte_scribd;compte_scoopit;compte_tumblr;compte_youtube;compte_vimeo;compte_dailymotion;compte_github;wikipedia;wikipedia_en;scanr;hal;mooc;article;uo_lib_officiel;uo_lib_en;url_en;url_cn;url_es;url_de;url_it;universites_fusionnees;etablissement_experimental;champ_recherche;inscrits;inscrits_2010;inscrits_2011;inscrits_2012;inscrits_2013;inscrits_2014;inscrits_2015;inscrits_2016;inscrits_2017;inscrits_2018;inscrits_2019;inscrits_2020;inscrits_2021;inscrits_2022
cEt92;Université de La Réunion;;UR;Université;Université pluridisciplinaire avec santé;public;Vague E;La Réunion>Saint-Denis;https://www.univ-reunion.fr/;-20.9019,55.4843;9740478B;;19974478000016;199744780;;Q834819;https://www.wikidata.org/entity/Q834819;026404451;FR0283;005ypkf75;https://ror.org/005ypkf75;999557453;13952707;0000 0001 2111 2608;http://www.isni.org/0000 0001 2111 2608;;1982-10-01;Décret n° 82-907 du 15 octobre 1982 portant transformation en université du centre universitaire de la Réunion;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000515804/;97411;Saint-Denis;UU9D603;Saint-Denis;D974;La Réunion;A28;La Réunion;R04;La Réunion;R04;La Réunion;;15 avenue René Cassin;;CS 92003;97744;Saint-Denis Cedex9;France;+33262938080;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/univreunion/;https://twitter.com/univ_reunion;;;;;;;;;;https://www.youtube.com/channel/UCjQC3gbpnEzgDdQ5ndSPA5g/;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/199744780;https://hal.univ-reunion.fr/;;à l';;University of Reunion Island;https://www.univ-reunion.fr/en/;;;;;;;"Université de La Réunion;University of Reunion Island;UR";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=cEt92;11651;11593;12202;12836;13109;14059;14173;14406;15153.0;15924.0;17495.0;17042.0;16932.0
5cZyU;Université Paris Cité;UP Cité;;Université;Université scientifique et/ou médicale;public;Vague D;Île-de-France>Paris>Paris 6e;https://u-pariscite.fr/;48.851906,2.340105;0755976N;"0751721N;0751723R";13002573700011;130025737;;Q55849612;https://www.wikidata.org/entity/Q55849612;236453505;FR0365;05f82e368;https://ror.org/05f82e368;897691060;;0000 0004 7885 7602;http://www.isni.org/0000 0004 7885 7602;;2019-03-22;Décret n° 2019-209 du 20 mars 2019 portant création de l'université de Paris et approbation de ses statuts;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000038252458/;75106;Paris 6e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;85 boulevard Saint-Germain;;;75006;Paris;France;;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/univparis/;https://twitter.com/Univ_Paris;https://www.instagram.com/univ_paris/;;;;https://www.linkedin.com/school/universit%C3%A9-de-paris/;;;;;https://www.youtube.com/c/Universit%C3%A9deParis/;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/0755976N;https://hal-univ-paris.archives-ouvertes.fr/;;à l';Université Paris Cité;Paris Cité University;https://u-paris.fr/language/en/;;;;;Oui;Oui;"Université de Paris;Université Paris Cité;UP Cité;University of Paris;Paris Cité University";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=5cZyU;;;;;;;;;;53979.0;51591.0;56099.0;58242.0
V13Pk;Université de Versailles Saint-Quentin-en-Yvelines;UVSQ;UVSQ;Université;Université pluridisciplinaire avec santé;public;Vague E;Île-de-France>Versailles>Yvelines>Paris>Versailles;https://www.uvsq.fr/;48.79959,2.14159;0781944P;;19781944400013;197819444;;Q186638;https://www.wikidata.org/entity/Q186638;03082057X;FR0229;03mkjjy25;https://ror.org/03mkjjy25;999837104;13889493;0000 0001 2323 0229;http://www.isni.org/0000 0001 2323 0229;;1991-07-22;Décret no 91-709 du 22 juillet 1991 portant création et organisation provisoire de l'université de Versailles-Saint-Quentin-en-Yvelines;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000720553/;78646;Versailles;UU00851;Paris;D078;Yvelines;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;55 avenue de Paris;;;78035;Versailles CEDEX;France;+33139257800;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/UVSQ.78;;https://www.instagram.com/uvsq_universite/;;;;https://www.linkedin.com/school/universit-de-versailles-st--quentin-en-yvelines/;;;;;https://www.youtube.com/user/UVSQcommunication;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/197819444;https://hal.uvsq.fr/;;à l';Université de Versailles-Saint-Quentin-en-Yvelines;University of Versailles Saint-Quentin-en-Yvelines;https://www.uvsq.fr/english;;;;;;;"Université de Versailles-Saint-Quentin-en-Yvelines;Université de Versailles Saint-Quentin-en-Yvelines;UVSQ;University of Versailles Saint-Quentin-en-Yvelines";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=V13Pk;14863;15192;15959;16782;15686;15286;13270;13343;15037.0;15144.0;13391.0;12803.0;13269.0
Dy569;ISEN Yncréa Méditerranée;Yncréa Méditerranée;;École;;privé;Vague C;Provence-Alpes-Côte d'Azur>Nice>Var>Toulon;https://www.yncrea-mediterranee.fr/;43.12073,5.93921;0831458J;;38338687700039;383386877;W832007741;Q51652036;https://www.wikidata.org/entity/Q51652036;;FR0235;02vwykf33;https://ror.org/02vwykf33;;;;;;;;;83137;Toulon;UU00757;Toulon;D083;Var;A23;Nice;R93;Provence-Alpes-Côte d'Azur;R93;Provence-Alpes-Côte d'Azur;Maison du Numérique et de l’Innovation;Place Georges Pompidou;;;83000;Toulon;France;+33494038959;Association loi de 1901;Association loi de 1901;;;;;;;;;;;;;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/383386877;;;à l';;;;;;;;;;"ISEN Yncréa Méditerranée;Yncréa Méditerranée";;;;;;;;;;;;;;
qUCQp;Nantes Université;;NU;Université;Université pluridisciplinaire avec santé;public;Vague B;Pays de la Loire>Nantes>Loire-Atlantique>Nantes;https://www.univ-nantes.fr/;47.209413,-1.555908;0442953W;0440984F;13002974700016;130029747;;Q259388;https://www.wikidata.org/entity/Q259388;258086599;;03gnr7b55;https://ror.org/03gnr7b55;;;;;;2021-10-04;Décret n° 2021-1290 du 1er octobre 2021 portant création de Nantes Université et approbation de ses statuts;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000044155976/;44109;Nantes;UU44701;Nantes;D044;Loire-Atlantique;A17;Nantes;R52;Pays de la Loire;R52;Pays de la Loire;;1 quai de Tourville;;;44000;Nantes;France;;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/nantesuniv/;https://twitter.com/NantesUniv;;;;;https://www.linkedin.com/school/nantes-universite/;;;;;https://www.youtube.com/c/UnivNantes;;;;;;;;;à;Nantes Université;University of Nantes;https://english.univ-nantes.fr/;;;;;;Oui;"Nantes Université;University of Nantes;NU";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=qUCQp;;;;;;;;;;;;43089.0;41188.0
56aH3;École nationale des travaux publics de l'État;;ENTPE;École;;public;Vague A;Auvergne-Rhône-Alpes>Lyon>Rhône>Lyon>Vaulx-en-Velin;https://www.entpe.fr/;45.77840382390363,4.92339849472046;0692566P;;13000288400018;130002884;;Q3578157;https://www.wikidata.org/entity/Q3578157;027941426;FR0163;05r0ccb59;https://ror.org/05r0ccb59;995829937;31645083;0000 0001 2184 7794;http://www.isni.org/0000 0001 2184 7794;;1954;;;69256;Vaulx-en-Velin;UU00760;Lyon;D069;Rhône;A10;Lyon;R84;Auvergne-Rhône-Alpes;R82;Rhône-Alpes;;3 Rue Maurice Audin;;;69256;Vaulx-en-Velin CEDEX;France;+33472047070;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;;;;http://www.entpe.fr/internet/outils_transversaux/flux_rss;;;;;;;;;;;;;;;à l';;;;;;;;;;"École d'application des ingénieurs des travaux publics de l'État;École des ingénieurs des travaux publics de l'État;École nationale des travaux publics de l'État;ENTPE";;;;;;;;;;;;;;
eHi5c;EPF - École d'ingénieurs;EPF;;École;;privé;Vague E;Île-de-France>Créteil>Val-de-Marne>Paris>Cachan;https://www.epf.fr/;48.79218,2.329213;"0942500G;0920674H";;"39110158100067;39110158100018";391101581;;Q3046044;https://www.wikidata.org/entity/Q3046044;09560846X;FR0253;03dg0f179;https://ror.org/03dg0f179;;;;;;1925;;;94016;Cachan;UU00851;Paris;D094;Val-de-Marne;A24;Créteil;R11;Île-de-France;R11;Île-de-France;;55 avenue du Président Wilson;;;94230;Cachan;France;;Fondation;Fondation;;;;;;;;;;;;;;;;;;;;;à l';;;;;;;;;;"École polytechnique féminine;Institut électromécanique féminin;EPF - École d'ingénieurs;EPF;IEF";;;;;;;;;;;;;;
etBz7;Université Claude Bernard - Lyon 1;Lyon I;UCBL;Université;Université scientifique et/ou médicale;public;Vague A;Auvergne-Rhône-Alpes>Lyon>Rhône>Lyon>Villeurbanne;https://www.univ-lyon1.fr/;45.77962,4.86518;0691774D;;19691774400019;196917744;;Q4032;https://www.wikidata.org/entity/Q4032;026402823;FR0157;029brtt94;https://ror.org/029brtt94;999902579;5124933;0000 0001 2150 7757;http://www.isni.org/0000 0001 2150 7757;501100006687;1971-01-01;Décret du 23 décembre 1970 portant érection d'universités et instituts nationaux polytechniques en établissements publics à caractère scientifique et culturel;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000850542/;69266;Villeurbanne;UU00760;Lyon;D069;Rhône;A10;Lyon;R84;Auvergne-Rhône-Alpes;R82;Rhône-Alpes;;43 boulevard du 11 Novembre 1918;;;69622;VilleurbanneCEDEX;France;+33472448016;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/UnivLyon1;https://twitter.com/UnivLyon1;https://www.instagram.com/univlyon1/;;;https://www.univ-lyon1.fr/rss;https://www.linkedin.com/school/universite-lyon-1/;;;;;https://www.youtube.com/user/UnivLyon1;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/196917744;https://hal-univ-lyon1.archives-ouvertes.fr/;;à l';Université Lyon-I;Claude Bernard University Lyon 1;;;;;;;;"Université Lyon-I;Université Claude Bernard - Lyon 1;Lyon I;Claude Bernard University Lyon 1;UCBL";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=etBz7;32215;32783;33853;35231;38173;39423;40310;40988;41228.0;42723.0;40561.0;40570.0;39542.0
BWbvP;Université d'Artois;;;Université;Université pluridisciplinaire hors santé;public;Vague E;Hauts-de-France>Lille>Pas-de-Calais>Arras;https://www.univ-artois.fr/;50.2847,2.79112;0623957P;;19624401600016;196244016;;Q475504;https://www.wikidata.org/entity/Q475504;034634894;FR0132;053x9s498;https://ror.org/053x9s498;999877068;13408704;0000 0001 2364 777X;http://www.isni.org/0000 0001 2364 777X;;1991-11-15;Décret no 91-1160 du 7 novembre 1991 portant création et organisation provisoire de l'université d'Artois;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000355616/;62041;Arras;UU62502;Arras;D062;Pas-de-Calais;A09;Lille;R32;Hauts-de-France;R31;Nord-Pas-de-Calais;;9 rue du Temple;;BP 10665;62030;Arras CEDEX;France;+33321603700;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/Universite.Artois/;https://twitter.com/Univ_Artois;;;;;;;;;;https://www.youtube.com/user/UniversiteArtois;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/196244016;https://hal-univ-artois.archives-ouvertes.fr/;https://www.fun-mooc.fr/universities/universite-dartois/;à l';;Artois University;https://www.univ-artois.fr/artois-university;https://www.univ-artois.fr/zhongwen;https://www.univ-artois.fr/la-universidad;;;;;"Université d'Artois;Artois University";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=BWbvP;11404;10817;11370;10956;10134;10593;10844;11325;11536.0;12157.0;12695.0;12710.0;11888.0
G2qA7;Université Paris-Saclay;;;Université;Université scientifique et/ou médicale;public;Vague E;Île-de-France>Versailles>Essonne>Paris>Gif-sur-Yvette;https://www.universite-paris-saclay.fr/;48.709629,2.170077;0912408Y;"0912330N;0911101C";"13002602400013;13002602400054";130026024;;Q109409389;https://www.wikidata.org/entity/Q109409389;241345251;FR0369;03xjwb503;https://ror.org/03xjwb503;897067059;;0000 0004 4910 6535;http://www.isni.org/0000 0004 4910 6535;501100007241;2019-11-07;Décret n° 2019-1131 du 5 novembre 2019 portant création de l'université Paris-Saclay et approbation de ses statuts;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000039323233/;91272;Gif-sur-Yvette;UU00851;Paris;D091;Essonne;A25;Versailles;R11;Île-de-France;R11;Île-de-France;Bâtiment Breguet;3 rue Joliot Curie;;;91190;Gif-sur-Yvette;France;;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/UParisSaclay;https://twitter.com/UnivParisSaclay;https://www.instagram.com/universite_paris_saclay/;;;;https://www.linkedin.com/school/universit%C3%A9-paris-saclay/;;;;;https://www.youtube.com/channel/UCmXYWuRIjeUQJ4ermmlAAag;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/130026024;https://hal-universite-paris-saclay.archives-ouvertes.fr/;https://www.fun-mooc.fr/universities/ParisSaclay/;à l';Université Paris-Saclay;Paris-Saclay University;https://www.universite-paris-saclay.fr/en;;;;;;Oui;"Université Paris-Saclay;Paris-Saclay University";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=G2qA7;;;;;;;;;;42164.0;45231.0;46100.0;45960.0
11v7N;Brest Business School;Brest BS;;École;;privé;;Bretagne>Rennes>Finistère>Brest;https://brest-bs.com/;48.4059433199,-4.5215645694;0290127F;;81263551400019;812635514;W291006766;Q3578429;https://www.wikidata.org/entity/Q3578429;17205124X;;02wtzn374;https://ror.org/02wtzn374;;;;;;1962;;;29019;Brest;UU29701;Brest;D029;Finistère;A14;Rennes;R53;Bretagne;R53;Bretagne;;2 avenue DE PROVENCE;;CS23812;29238;BREST CEDEX 2;France;;Association loi de 1901;Association loi de 1901;https://www.facebook.com/BrestBS;https://twitter.com/BrestBS;https://www.instagram.com/brest.bs/;;;;https://www.linkedin.com/school/brest-business-school/;;;;;https://www.youtube.com/c/BrestBusinessSchool;;;;;;;;;;Brest Business School;;;;;;;;;"Brest Business School;Brest BS";;;;;;;;;;;;;;
evv7S;Université de Montpellier;;UM;Université;Université pluridisciplinaire avec santé;public;Vague A;Occitanie>Montpellier>Hérault>Montpellier;https://www.umontpellier.fr/;43.61494,3.87347;0342490X;0342321N;13002979600013;130029796;;;;25843614X;;051escj72;https://ror.org/051escj72;888104744;;;;;2021-09-21;Décret n° 2021-1207 du 20 septembre 2021 portant création de l'Université de Montpellier et approbation de ses statuts;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000044069463/;34172;Montpellier;UU34701;Montpellier;D034;Hérault;A11;Montpellier;R76;Occitanie;R91;Languedoc-Roussillon;;163 rue Auguste Broussonnet;;;34090;Montpellier;France;;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;;;;;;;;;;;;;;;;;;;à l';Université de Montpellier;University of Montpellier;;;;;;;Oui;"Université de Montpellier;University of Montpellier;UM";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=evv7S;;;;;;;;;;;;46045.0;45225.0
1tI7C;Centrale Méditerranée;;;École;;public;Vague C;Provence-Alpes-Côte d'Azur>Aix-Marseille>Bouches-du-Rhône>Marseille-Aix-en-Provence>Marseille 13e;https://www.centrale-mediterranee.fr/fr;43.34136,5.43829;0133774G;"0132396J;0133401B;0130219T";19133340000015;191333400;;Q273454;https://www.wikidata.org/entity/Q273454;163078998;FR0006;040baw385;https://ror.org/040baw385;;7756351;0000 0004 1762 2703;http://www.isni.org/0000 0004 1762 2703;;2003-10-02;Décret n° 2003-929 du 29 septembre 2003 portant création de l'Ecole généraliste d'ingénieurs de Marseille;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000794748/;13213;Marseille 13e;UU00759;Marseille-Aix-en-Provence;D013;Bouches-du-Rhône;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur;R93;Provence-Alpes-Côte d'Azur;Pôle de l'Étoile - Technopôle de Château-Gombert;38 rue Frédéric-Joliot-Curie;;;13451;Marseille CEDEX 13;France;+33491054545;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/CentraleMediterranee;https://twitter.com/Centrale_Med;https://www.instagram.com/centralemed/;;;;https://www.linkedin.com/school/centralemediterranee/;;;;;https://www.youtube.com/user/CentraleMarseille;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/191333400;;;à;École centrale de Marseille;;;;;;;;;"École centrale de Marseille;École généraliste d'ingénieurs de Marseille;Centrale Méditerranée;Centrale Marseille;ECM;EGIM";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=1tI7C;658;701;796;875;919;996;1049;1101;1111.0;1127.0;1155.0;1165.0;1105.0
jHA81;Ecole de l'air et de l'espace;;;Grand établissement;;public;Vague C;Provence-Alpes-Côte d'Azur>Aix-Marseille>Bouches-du-Rhône>Salon-de-Provence;https://www.ecole-air-espace.fr/;43.624652,5.111764;0130230E;;13002454000010;130024540;;Q3577870;https://www.wikidata.org/entity/Q3577870;027915379;;01gtsrs29;https://ror.org/01gtsrs29;;2273637;0000 0001 0472 6341;http://www.isni.org/0000 0001 0472 6341;;1935;;;13103;Salon-de-Provence;UU13501;Salon-de-Provence;D013;Bouches-du-Rhône;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur;R93;Provence-Alpes-Côte d'Azur;BASE AERIENNNE 701;CHEMIN DE SAINT JEAN;;;13661;SALON AIR CEDEX;France;;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;;;;;;;;;;;;;;;;;;;;Ecole de l'air et de l'espace;;;;;;;;;"Ecole de l'air et de l'espace;École de l'air;EA";;;;;;;;;;;;;;
2rXuC;École des hautes études commerciales de Paris;HEC Paris;;École;;privé;Vague E;Île-de-France>Versailles>Yvelines>Paris>Jouy-en-Josas;https://www.hec.edu/fr;48.757325,2.169014;0783054W;;81775918600023;817759186;;Q273535;https://www.wikidata.org/entity/Q273535;027321118;;0423jsj19;https://ror.org/0423jsj19;;541509;0000 0004 0641 8416;http://www.isni.org/0000 0004 0641 8416;;1881;;;78322;Jouy-en-Josas;UU00851;Paris;D078;Yvelines;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;1 Rue de la Libération;;;78350;Jouy-en-Josas;France;;SA à conseil d'administration;SA à conseil d'administration;https://www.facebook.com/HECParis;https://twitter.com/HECParis;https://www.instagram.com/hec_paris/;;https://www.pinterest.fr/hecparis/;;http://www.linkedin.com/company/hec-paris;;;;https://hecparis-bschool.tumblr.com/;https://www.youtube.com/user/hecparis;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/817759186;https://hal-hec.archives-ouvertes.fr/;;à l';;;https://www.hec.edu/en;;;;;;;"École des hautes études commerciales de Paris;HEC Paris";;;;;;;;;;;;;;
b2TCC;Oniris VetAgroBio;;;Grand établissement;;public;Vague B;Pays de la Loire>Nantes>Loire-Atlantique>Nantes;https://www.oniris-nantes.fr/;47.28936365193973,-1.5242886543273928;0441916U;"0441916U;0441679L";13000853500010;130008535;;Q3578268;https://www.wikidata.org/entity/Q3578268;157779092;FR0331;05q0ncs32;https://ror.org/05q0ncs32;986014022;41743685;0000 0001 2175 3974;http://www.isni.org/0000 0001 2175 3974;;2010-01-01;;;44109;Nantes;UU44701;Nantes;D044;Loire-Atlantique;A17;Nantes;R52;Pays de la Loire;R52;Pays de la Loire;;101 route de Gachet;;CS 40706;44307;Nantes CEDEX 03;France;+33240687777;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;;;;;;;;;;;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/130008535;;;à;École nationale vétérinaire, agroalimentaire et de l'alimentation, Nantes-Atlantique;Nantes-Atlantic National College of Veterinary Medicine, Food Science and Engineering;;;;;;;;"École nationale vétérinaire, agroalimentaire et de l'alimentation, Nantes-Atlantique;Oniris VetAgroBio;Nantes-Atlantic National College of Veterinary Medicine, Food Science and Engineering;ONIRIS";;;;;;;;;;;;;;
